id,ciudad,titulo,rating,precio
civ_80,Barcelona,"Merodean errantes, vagando atormentados por las calles. Son los fantasmas de Barcelona: conoce sus historias con este paseo nocturno por la Ciudad Condal.",4.1,12.0
civ_81,Barcelona,En esta visita guiada por el Museo Picasso de Barcelona exploraremos la colección más grande del mundo de uno de los artistas más influyentes del siglo XX.,4.2,37.0
civ_82,Barcelona,"Peregrinos, da Vinci, el Santo Grial… En esta excursión a Montserrat descubriremos por qué este monasterio es uno de los lugares con más energía de España.",4.5,96.99
civ_83,Barcelona,"Descubre la montaña más emblemática de Cataluña: el pico Montserrat. Sube al parque natural en ferrocarril, practica senderismo y visita el monasterio.",4.5,86.99
civ_84,Barcelona,"En esta excursión a Tossa de Mar visitaremos esta ciudad fortificada de la Costa Brava y, además, completaréis el día practicando kayak o haciendo buceo.",5.0,125.0
civ_85,Barcelona,En esta excursión recorreremos Gerona en busca de los escenarios de Juegos de Tronos. ¡Llegaremos hasta Braavos y Desembarco del Rey!,4.2,55.0
civ_86,Barcelona,"Si buscáis planes divertidos, con la entrada al Museo de la Ilusiones de Barcelona visitaréis un espacio de más de 600 metros cuadrados repleto de pinturas 3D.",3.9,13.5
civ_87,Barcelona,"Diseñada por Gaudí, la Casa Vicens es uno de los edificios modernistas más destacados del barrio de Gràcia. ¡Podréis acceder a su interior sin esperar colas!",4.6,21.0
civ_88,Barcelona,"Acompañadnos en este free tour por los rincones más emblemáticos de Barcino, la antigua Barcelona romana. ¡Conoceremos los restos de sus murallas!",4.5,0.0
civ_89,Barcelona,Con la entrada al Museo Olímpico de Barcelona disfrutaréis de un recorrido que os llevará a conocer a fondo la historia del deporte.,4.8,6.3
civ_90,Barcelona,"Si sois espíritus aventureros, no podéis perderos esta excursión a PortAventura Park y Ferrari Land. ¡Un mundo de fantasía y atracciones os está esperando!",3.9,88.0
civ_91,Barcelona,Con la entrada al Big Fun Museum de Barcelona os adentraréis en espacios de lo más originales y sorprendentes para poner a prueba vuestros sentidos.,4.2,22.5
civ_92,Barcelona,Con vuestra entrada al Museo Banksy de Barcelona os sumergiréis en el mundo de la ironía y la provocación que tanto caracterizan a este famoso artista anónimo.,5.0,14.0
civ_93,Barcelona,Conoced las réplicas de los personajes más famosos y los escenarios de vuestras series y películas favoritas con esta entrada al Museo de Cera de Barcelona.,4.5,21.0
civ_94,Barcelona,Cae la noche y es el momento perfecto para un Pub Crawl. En este tour de fiesta por Barcelona entraremos a cuatro locales para disfrutar de su vida nocturna.,3.5,12.75
civ_95,Barcelona,Con esta entrada al Zoológico de Barcelona descubriréis cómo viven los animales en unas instalaciones que reproducen el hábitat natural de cada especie.,4.0,21.4
civ_96,Barcelona,"Con la entrada al Museo Erótico de Barcelona realizaréis un recorrido por la historia del arte sexual, desde las obras más antiguas hasta las más modernas.",4.2,15.0
civ_97,Barcelona,En esta visita guiada por los jardines de La Tamarita descubriremos el interior de esta joya histórica de Barcelona repleta de árboles milenarios.,4.3,14.0
civ_98,Barcelona,"Si os gusta el misterio y estáis en la capital catalana, no podéis perderos este juego de pistas en Barcelona: Los fantasmas del Barrio Gótico. ¡Os encantará!",3.6,14.94
civ_99,Barcelona,"Adquiriendo vuestra entrada al Museo Egipcio de Barcelona descubriréis cómo era la sociedad, la cultura y la vida cotidiana en la época de los faraones.",4.0,14.0
civ_100,Barcelona,"Si estáis en Barcelona, no podéis dejar de visitar White Rabbit, un museo diferente en el que conoceréis la cultura catalana de forma inmersiva. ¡Increíble!",4.0,15.0
civ_101,Barcelona,Con la entrada al Museo de Historia de Cataluña recorreréis sus diferentes exposiciones para aprender lo más significativo sobre la historia catalana.,3.5,8.0
civ_102,Barcelona,"La tarjeta Barcelona Card proporciona acceso sin colas a los museos más importantes de la Ciudad Condal, transporte público ilimitado y un montón de descuentos.",4.3,57.0
civ_103,Barcelona,"La tarjeta Hola Barcelona Travel Card permite el uso ilimitado del transporte público de Barcelona: metro, autobús, tranvía y trenes suburbanos.",4.5,17.5
civ_104,Barcelona,Visitar la Sinagoga Mayor de Barcelona es sumergirse en uno de los capítulos más fascinantes de la historia de la Ciudad Condal. ¡No os quedéis sin la entrada!,4.4,5.0
civ_105,Barcelona,Con la tarjeta Barcelona Night Card podréis acceder a los mejores clubes y discotecas de la ciudad. ¡Saltaos las colas y disfrutad de la noche catalana!,2.6,10.0
civ_106,Barcelona,La entrada a Marineland Catalunya os hará para pasar un día lleno de diversión en el único parque acuático con delfinario de la costa de Barcelona.,4.4,36.0
civ_107,Barcelona,"Vivid un día de shopping de lujo en La Roca Village, uno de los mayores outlets de España. Podréis disfrutar de grandes descuentos en famosas firmas de moda.",4.2,22.0
civ_108,Barcelona,"La tarjeta Go City: Barcelona All-Inclusive Pass permite el acceso a más de 45 atracciones, incluyendo el Camp Nou, la Casa Batlló o el autobús turístico.",4.2,169.0
civ_109,Barcelona,"Con el pase turístico Go City: Barcelona Explorer Pass tendréis acceso a 2, 3, 4, 5, 6 o 7 atracciones de la capital catalana. ¡Ahorraréis dinero!",3.5,84.0
civ_110,Barcelona,Esta excursión a Montserrat en autobús es ideal para conocer el monasterio por libre y de la manera más económica. ¡Ascenderemos 720 metros de altura!,4.5,39.0
civ_111,Barcelona,"Si estáis en Barcelona, no podéis perderos esta excursión a la abadía de Montserrat. Al regresar a la Ciudad Condal visitaremos el templo de la Sagrada Familia.",4.0,133.0
civ_112,Barcelona,Recorrer Barcelona en bici es una experiencia divertida y original. En este tour descubriremos los secretos de los edificios diseñados por Gaudí.,4.5,42.0
